login_hour,login_frequency,location_id,device_id,transaction_amount,time_spent,failed_attempts,is_suspicious
18,13,11,4,1527.9805454936686,93.70841239358637,1,1
21,2,4,8,3275.422890504568,18.172801950576815,2,0
1,11,16,3,2442.6363703151965,135.2066331646771,9,1
9,7,7,6,1837.8526948590716,68.94548536136536,9,1
12,6,11,6,3230.7547475856472,472.33979335708244,0,0
20,2,1,9,4738.139672950678,71.9362848992618,2,0
5,8,7,9,215.93603939936307,435.91580119756753,3,0
11,7,12,4,4595.07575085669,234.46692041676917,6,1
11,11,7,9,3049.3174585548577,48.6601418975467,8,1
19,5,7,6,4038.498360837571,488.57437941179353,4,1
10,12,10,2,1925.536017637045,349.8801892907849,0,0
22,5,16,6,2364.4964444396924,145.27810015382596,1,0
6,7,8,2,4345.565251487808,537.3352987279374,9,1
0,9,9,8,2080.091369351017,31.92869675297812,1,0
0,11,9,4,2677.9512380779342,125.08266687766893,8,1
19,9,2,5,110.7726661908212,452.4679220444873,9,1
12,9,13,8,801.404049131831,427.07986853438405,6,1
8,6,13,8,3212.0156747942506,177.11665776606444,1,0
2,10,4,6,3587.714736308747,41.904800834905956,0,1
6,6,12,4,2917.178674554652,515.5564529738415,4,0
5,3,17,1,725.1170810152972,191.65009465159204,0,0
7,1,2,7,2232.5730886033957,121.4494818823178,8,1
8,7,13,8,1781.9228841523172,312.0567843047814,2,0
4,4,18,9,2483.350106735091,546.5851835730562,1,0
0,1,15,2,4352.941882424931,30.91021381680833,5,1
18,8,8,1,3881.548578906673,460.6534323783782,2,0
9,12,15,4,429.10761193190314,345.6215706235318,4,1
11,6,1,5,4452.642896895076,258.14222434833107,9,1
23,6,10,1,2364.1180842376198,447.7278642425107,7,1
14,2,12,5,3721.8721029811322,579.6655325427712,9,1
21,1,5,6,708.7957640091172,141.37769564180115,1,0
23,13,9,3,3356.89043327817,90.47018221791117,4,1
8,14,8,7,1189.2668278711951,548.1646384075048,7,1
19,14,16,6,2197.5206767332484,403.0270810870957,0,1
16,2,14,4,94.145721709701,265.60168282936974,9,1
16,4,13,3,766.5370832730754,346.0894443072484,9,1
19,2,13,5,469.48166068686265,448.6402735798652,3,0
11,1,5,3,1206.3234229619097,464.95397972990173,4,1
6,7,16,9,509.09026922136815,552.3370375872839,9,1
1,11,11,9,3462.631032831614,258.9714593928955,2,1
2,11,5,6,154.90911202400466,179.57949146154004,1,0
16,12,13,6,3092.52509811874,385.60023873995596,2,0
4,8,11,4,712.1320758196156,252.35810007132056,4,1
16,6,19,4,4726.355671317706,358.7860800996419,6,1
23,4,3,2,4666.139424818173,254.89155008129038,1,0
16,14,15,4,1135.2604815796035,96.03249307351382,6,1
16,6,7,8,3075.962278132917,284.30891723708027,5,1
1,3,7,2,149.74654416756758,416.0961040549145,6,1
1,12,6,9,4659.624829825359,480.5738655622516,6,1
21,8,3,1,2619.7066678766314,298.52913469394537,8,1
22,10,13,2,225.68352557471718,103.31654467518855,6,1
4,14,7,2,1719.0749651106055,251.7391872414118,5,1
0,13,5,6,393.47881468755867,472.84488766081046,9,1
0,13,18,7,1970.7927524730658,250.65126601715835,7,1
18,2,8,3,3352.932447385002,419.4358221945123,6,1
1,5,17,9,2354.7506411267836,306.7921405984634,5,1
20,1,1,5,1924.7736518500778,148.52775944009105,3,0
11,6,14,5,604.5936572469194,478.70955227372923,6,1
5,2,17,4,1232.245838011345,55.107005172058784,7,1
22,4,10,9,509.71500581437215,317.3097182393146,7,1
3,6,12,8,4039.418670966737,129.29016537482593,3,1
22,10,16,4,684.8467416437655,44.90404898211852,9,1
10,11,14,4,2980.9130990789786,304.24569256453304,8,1
23,8,16,2,1720.2746638083408,302.23948278127955,2,0
16,12,8,9,1137.6321394293657,425.6060364970539,8,1
5,8,10,3,3200.947513065598,448.1266623658834,2,0
23,11,17,4,2290.441523790934,438.0359357722736,6,1
4,6,18,7,2006.72588174995,248.68744608546925,3,0
19,4,16,8,2968.3315044121855,380.8554233998047,4,1
1,8,17,8,2461.4254661651034,348.28241937315636,2,0
5,13,16,4,1524.3862006722882,255.82924488956715,1,1
21,8,19,7,2799.715825948606,360.341553040666,7,0
10,10,8,1,3350.797896987966,568.6124866402262,6,0
15,14,6,6,143.19886134840286,119.77177749041952,6,1
15,1,6,6,2334.6999272493,543.9343969923882,7,1
0,4,9,6,297.83959007188344,36.80603082000303,0,0
8,4,4,2,940.1630161998742,188.4915816764881,7,1
5,7,12,8,2806.9385830490855,176.4464229238593,9,1
15,14,12,5,4332.282687175248,377.6872391891389,4,1
2,14,17,5,4415.20033915054,83.07884630748774,7,1
19,11,15,2,359.02061059177004,529.9968290446535,8,1
3,7,9,4,2101.334380570666,497.98808803669954,1,0
18,13,7,9,2919.202350192711,392.9791627127403,2,1
2,11,10,9,743.8788237062137,277.75622991635765,5,1
18,8,16,6,3829.5067615564108,560.1088450745366,8,1
19,11,12,9,3723.7339396018215,499.2942000587308,9,0
6,5,7,4,4517.6716583969055,302.0925131083407,9,1
19,7,18,1,52.34520029638066,422.61464590031517,7,1
8,8,15,2,1091.2543775051233,342.3233215469123,5,1
0,9,6,1,4137.661704084156,354.8256318410174,4,1
7,3,12,8,3356.1944536264077,201.9307613152954,2,0
6,3,11,9,4473.005369955469,279.94033975181355,3,0
17,4,3,6,295.32647610602993,51.482251319897806,6,1
7,5,2,2,2988.8501889250497,217.62247154043254,6,1
0,10,6,6,2849.542408719434,419.01796664048044,2,0
10,1,5,9,188.01533763905653,572.1635381511809,3,0
17,7,18,3,2572.4751637932927,578.0231470939971,2,0
22,9,16,9,3051.5063534365217,335.6551071293105,1,0
9,8,8,2,964.552939268515,365.9402398267013,5,1
2,5,11,5,1373.9146197920682,115.50410537307566,6,1
6,14,10,2,3205.333258025708,418.70832431565077,3,1
15,14,12,7,2346.821728523792,47.04198164125981,4,1
15,4,6,9,4291.48815126595,174.3879830506695,7,1
19,12,5,7,1718.4850123858498,402.6761916348381,8,1
16,7,9,5,1340.6316953571238,189.63452826837613,6,1
1,5,16,4,4924.4810423207655,34.65889009810032,9,1
0,7,14,4,4556.567492949116,499.96289356382346,0,1
15,12,8,8,154.6737975449095,189.64635424506503,2,0
11,1,19,1,3855.9357903797636,42.547608790913664,4,1
4,1,14,5,560.5705213877627,49.49895787920479,2,0
4,10,7,2,147.15112219856104,154.7964852793084,0,0
22,14,5,9,1375.740624672081,110.91948859680812,1,1
8,13,18,7,1354.0359365149104,465.70857007918977,7,1
8,3,2,8,4098.400624111354,196.40200776688548,6,1
2,14,11,6,3556.2295572547473,483.79399209870036,9,1
18,11,8,9,4908.231042386751,108.43836870477591,2,0
15,2,1,6,3560.449372555974,298.26311182872985,3,0
15,2,12,7,2097.095210747679,414.3820944641116,2,0
2,7,2,7,3497.649028116632,392.9345580501836,3,1
19,12,18,9,4997.300745260147,362.6719989085099,7,1
23,10,7,8,3553.607993987015,555.268853149046,8,1
21,2,17,1,3810.7899663417884,140.9724628855129,6,1
23,11,14,4,4692.441425799394,298.7629266549527,8,1
0,4,7,7,577.1197939452999,530.9755672930831,8,1
23,2,3,8,3526.873624304157,51.34679052911844,6,1
19,6,6,7,4255.52173025757,38.25351961057977,6,1
10,8,2,3,4772.3492151022565,143.81486109718338,7,1
16,10,17,4,1062.73675566138,381.647625625121,9,1
7,4,12,7,2524.6057485439787,159.6283777376351,2,0
3,5,12,8,3405.968689745964,118.1927308662354,7,1
5,4,17,7,1244.8639702116739,277.9873776381838,0,0
7,3,10,6,3006.3595876188674,370.09085091779986,5,1
19,5,3,9,1295.318124665017,152.89183567496053,1,0
2,14,18,9,1673.9505324529198,183.91125610062653,6,1
15,9,13,7,2213.1782955892168,370.06778636285077,2,0
2,8,12,8,2650.6585927453693,567.7143610837244,9,1
17,8,17,6,2252.3356994095016,406.4713278256625,4,1
13,8,4,1,2471.0456437417665,470.8279654328132,9,1
17,12,10,1,1499.95789387858,223.2520063795039,1,0
1,8,11,6,803.2358191729267,166.9913438337573,0,0
21,7,6,2,246.27638686092877,275.2893072055604,4,1
2,8,6,8,987.9338252334218,485.24403308344586,8,1
15,11,9,1,2913.8987711138575,276.4982868653807,8,1
8,14,15,2,3932.7160845376306,508.8016182299673,6,1
3,8,2,8,854.5455112400437,593.3193285136006,8,1
0,13,4,6,551.6912352855159,47.85586610955012,3,1
3,14,5,2,3748.9588991407586,32.0190428698037,2,1
0,8,17,2,1532.7400693810755,94.00587323345029,3,0
13,12,8,7,4757.9822017444885,233.699957061936,6,1
20,10,8,5,3574.4466733457616,82.97011444153229,7,1
15,7,12,5,1640.512675742724,523.0453641831598,1,0
19,12,8,8,1454.8183114905876,18.772019361102963,4,0
23,1,19,7,2623.2549474938323,192.8966662198144,4,1
7,4,3,9,404.9318947082651,114.89330454905217,8,0
6,13,18,4,597.205798100042,559.2659014437318,2,1
2,13,19,4,887.5308277678006,403.34119790956663,5,1
16,4,19,2,3875.8707305897556,547.6580025885678,9,1
0,5,15,3,2574.148222752921,583.535582634684,4,1
15,10,6,1,62.72994264447026,300.7734549880347,1,0
11,6,16,1,3370.847472085824,144.41986928857563,1,0
18,4,8,7,2124.2139915158805,120.26862778697063,3,0
21,2,16,5,2559.153301169352,137.63672270307512,3,0
22,6,18,3,1078.4400546305485,426.6130180350917,6,1
21,8,16,7,2763.393319686577,29.065208233185437,0,0
13,8,11,2,4895.974666359928,35.55983845446535,5,1
5,7,7,3,376.48900811874967,366.8450507179743,8,1
5,6,17,1,1426.7478243255089,387.0240023087569,1,0
12,2,17,8,1222.5579883755406,400.83143997186374,4,1
18,7,12,2,1250.261060648386,226.26890023021178,9,1
21,11,13,7,1899.7447242512328,484.5372087849211,9,1
7,12,10,9,4092.3678258733958,322.5066296973375,3,0
1,14,7,6,4565.164862922293,67.75204985560457,3,1
20,14,14,2,1019.0532864202769,479.27408770507043,7,1
0,5,1,2,2719.3201903610825,572.0753328309227,5,0
14,6,17,9,3188.1258711057467,40.72160623640341,6,1
0,10,4,8,2613.9190970755863,237.85404652684505,8,1
4,8,5,9,2176.0412070426287,295.07204667667486,2,0
15,14,7,4,967.9577742375968,92.15010224659858,1,1
18,8,10,4,2446.2146024042004,521.2868239308119,2,0
3,3,17,2,2012.061990279531,174.06903870957618,7,1
2,12,7,1,3979.8611788863254,470.8900812632053,8,1
16,12,1,4,3820.385752223346,404.24171680684805,9,1
16,14,7,8,678.6534192162968,360.83726436787896,4,1
11,7,11,2,451.7100722897072,119.32499497444987,7,1
13,1,9,8,4541.68817670524,136.31859472778888,6,1
20,1,12,1,2682.1868609328435,33.17230082420875,8,1
5,7,3,1,4290.426677040127,148.2238957204485,3,0
2,10,4,4,300.17409162634175,210.5389476290059,9,1
8,9,4,7,2637.312926442935,500.7214557981431,2,0
4,7,13,9,2701.7383077354193,223.00363669530915,8,1
23,10,19,5,4304.9031423853285,453.9999607455358,7,1
16,5,10,2,497.07389116624046,266.4681573708151,6,1
13,8,5,7,1209.8233627427874,471.9966456363636,0,0
20,2,7,2,2038.6261862961953,585.8816022600387,1,0
2,9,16,9,4330.548962345511,147.70572704426016,8,1
0,6,1,9,4695.027742202129,518.0932591185064,4,0
19,13,12,3,4963.695851772203,374.98533135193594,0,1
20,9,2,8,4796.375497428023,491.29008564524963,8,1
22,2,7,4,39.64936166332852,392.6936118493441,0,0
0,3,11,3,248.06462385482146,257.24995682811937,7,1
2,12,13,1,746.5580275963674,140.70458896786528,4,1
17,8,2,5,1750.821862883663,46.67095907204319,5,1
9,1,7,4,4151.290974624924,323.6334268541266,0,0
21,10,15,1,4464.354414724047,594.244026243485,1,0
2,7,11,8,942.3036874099694,444.13487398345274,6,1
7,7,2,8,3102.1241165823462,199.77059713241488,1,0
13,13,7,8,4587.63630547573,497.1868560516075,4,1
23,1,4,3,2324.0213622972906,462.5454801049619,8,1
17,9,11,6,526.682424044392,172.5732970453068,4,1
14,8,2,7,2294.4901139222784,13.512956427569637,2,0
21,4,16,9,1885.2165624174056,75.3067699277,5,1
22,10,7,5,2892.5134003693747,526.9971832356742,6,1
1,11,13,9,2198.906835191447,502.7550060063987,9,1
9,5,5,6,96.55617500005252,180.64935552262565,9,1
1,2,17,4,4970.048689734219,174.69127863923015,7,1
16,13,12,1,2722.265786275549,476.75466732597033,2,1
7,9,19,1,2373.4174698682014,562.9537945877761,3,0
0,12,7,5,4773.5406838052295,468.58666779457195,9,1
8,12,6,3,787.7432342595148,365.3193128333031,3,0
10,6,8,5,954.2956367007887,149.3894534474237,1,0
21,3,13,5,4041.9935978232897,317.8200088866801,6,1
15,12,5,1,1311.5470893247937,143.93955586299245,3,0
6,7,2,8,3998.1432603947196,485.7667949575803,3,0
9,9,9,5,1364.9520797134278,235.2418423130537,7,1
22,3,11,5,175.6062748227574,501.0498441114456,5,1
2,2,6,9,2589.903472194713,232.05748469972156,5,1
17,7,7,8,991.4653062930382,495.36889609393535,8,1
23,7,7,1,3791.6530017330306,203.32410002331895,3,0
12,4,19,3,3209.5861698284193,266.87895924751354,8,1
6,11,6,7,4618.77731320981,371.21560950888124,0,0
3,9,11,1,3917.111902756022,46.82113034780161,8,1
12,14,11,1,912.0720146552269,569.1832017802013,0,1
19,8,7,5,4002.7896009573337,346.2954427436629,6,1
0,13,2,9,3212.267853621976,307.1529087410274,5,0
7,13,19,6,3348.0686923855183,504.43941281634767,6,1
13,1,4,2,4162.9918009910425,520.1288242886123,8,1
15,1,6,9,2873.382105252812,315.7449406947645,9,1
13,5,17,6,2335.3575366215346,556.7210838472142,3,0
11,6,5,5,3186.8387664400525,43.51897081550597,8,1
18,3,7,5,1496.8075705022118,72.36934638947443,2,0
22,13,9,3,921.1596841246255,360.0889968585919,9,1
14,9,1,6,3086.7733119755194,215.66918776718228,8,1
1,12,1,4,1176.9033617365337,281.2139738825733,0,0
1,10,19,2,408.77639563956757,200.2071346488141,4,1
22,14,6,3,12.765381080417031,245.8115603097367,9,1
21,6,18,9,3045.513812986335,494.4745765520482,4,1
18,4,10,9,1817.1224295663817,358.1183389133113,0,0
21,12,11,6,3764.0317436605455,598.4200068236814,0,0
21,7,1,9,1882.1302275823812,473.19312270347297,2,0
16,8,1,4,2435.1572067087513,167.83142119058687,8,1
19,9,13,5,2041.3540143487708,162.28534504738425,6,1
9,13,5,6,3256.368207635637,204.85947071961925,5,1
5,11,1,9,1787.1344184546913,506.7393909854069,8,1
14,6,3,5,4819.2005732121215,21.23615213708653,3,0
21,6,18,8,4681.373463126665,141.95786092839833,3,0
10,8,9,1,4241.659234259834,543.4264601048388,2,0
4,12,14,5,4602.298350158013,385.73837946953495,4,1
0,5,17,1,2251.207045412361,139.97402182312857,4,1
7,14,14,6,2686.787679979566,135.3912560983853,9,1
20,3,4,7,3713.0420368656396,518.2577705468611,6,1
11,12,5,5,3483.76816544332,536.7857174248427,6,1
11,3,17,1,4454.486192071299,157.3979991224586,5,1
4,13,2,6,3584.4918260109093,255.20366305553668,3,1
6,6,5,5,4989.444694060018,501.5844644838487,6,0
3,2,4,6,1749.0439411596392,463.7494259728818,1,0
5,6,4,7,4166.658733774695,489.28008340682027,8,1
12,13,6,7,3491.1977659349945,313.4469235188414,6,1
19,6,13,2,3460.018361622943,547.3716837415781,1,0
14,8,5,3,1635.9196182765445,198.941168652889,9,1
2,7,7,6,3930.1529441908824,98.21991993677322,1,1
22,8,1,3,4502.87635151452,426.69573787609454,5,1
7,14,14,2,1100.5568229876092,325.91587752410334,6,1
19,9,4,4,3131.2292172123534,513.4785324416412,8,1
15,6,17,5,1966.7527972228481,53.289753229205395,3,0
12,14,14,9,4947.845115281437,506.99698004564976,7,1
17,3,16,3,2399.375751000091,179.5103186592492,9,1
9,10,14,3,1149.3176672467441,394.6391219650689,1,0
18,3,16,6,1915.4695498569442,28.876629501562196,5,1
16,11,8,5,3272.653565184965,367.7008713006424,3,0
23,12,3,6,389.6859630343856,431.7766550664649,7,1
18,1,19,7,3021.9735819039756,224.40637763084408,8,1
22,11,1,3,4656.811548302701,133.16936963097345,1,0
4,13,2,5,4253.310310412674,324.8902525791093,6,1
20,5,15,8,347.69094792333703,500.74852863920967,6,1
22,14,10,4,4967.01549490795,197.51067818650725,7,1
8,4,18,2,3496.647349282357,155.21923202516135,4,1
11,9,14,4,819.7813133269782,170.96650863942418,2,0
20,9,17,2,71.95628495542323,569.7336309854153,0,0
0,14,13,3,864.7003550978352,218.769764879913,3,1
0,5,1,4,4192.497844221835,7.144522733530869,2,1
14,10,5,4,117.98023147636707,470.1003187359737,1,0
1,4,13,9,1173.405045054252,421.06850322455716,5,1
21,7,14,6,3788.9549207210284,81.49811743876649,6,1
15,6,3,9,2934.6915741316943,591.0180282352729,9,1
7,4,15,4,3915.851194697357,366.79705975654116,6,1
12,13,19,9,3733.291014095672,302.9637971096579,7,1
20,13,17,9,262.5009217378056,232.42046423562016,1,1
0,10,3,6,4463.6319812798165,539.7102895603646,9,1
15,2,16,5,1142.8888530685208,150.15827144404514,5,1
6,1,14,3,2771.428276746521,175.03249563084162,5,1
4,4,12,5,3224.9979010736165,77.8344299785073,9,1
21,4,12,3,851.454772316626,456.67586187263475,0,0
22,13,11,5,4881.393970937863,359.3518218414827,1,1
2,1,17,5,2445.898220875672,367.3943707064265,8,0
11,6,8,2,297.63705103099323,134.98990645658085,7,1
15,4,17,9,4686.937603441424,392.4451915306149,3,0
18,1,11,7,2935.4765375344077,460.4477761118841,5,1
4,1,2,6,3498.974057927068,217.94367578178512,1,1
21,13,10,5,2630.627191771778,481.8015506572188,4,1
13,1,10,4,4175.342394337068,212.53040017655246,1,0
4,8,11,8,175.33597634412237,456.0923845980262,4,1
14,10,6,2,1349.2080427329672,25.069413937342794,6,1
16,8,4,8,2353.545298449434,332.94293787682335,6,1
13,2,12,1,392.2520454054131,581.8683035807326,8,1
19,11,11,1,3532.4742799400246,588.8405374060225,2,0
4,13,13,3,1974.3804361376474,172.64278411333567,3,1
11,7,5,5,1370.6132714380387,267.6324591928115,8,1
15,14,6,6,26.86044557397724,42.471855252046666,7,1
15,8,1,4,3601.953255632269,524.6380780247368,6,1
20,8,6,7,4170.70845127558,343.3004311184274,7,1
6,11,18,7,1981.252273050677,234.13490396960762,8,1
3,10,9,2,2825.447705396494,72.09848230104608,3,0
0,11,15,2,1146.156263388696,568.3265348706491,4,1
4,13,8,2,3114.7662549378642,320.48033345349126,8,1
22,7,19,2,70.5659169928506,173.3421178043278,6,1
9,5,16,9,2448.3330465228046,213.37800242824815,3,0
21,1,6,5,3224.5853543850544,166.06482264867788,5,1
4,12,6,8,4591.776948416373,363.0768362699035,0,1
3,9,3,5,1912.8657274401985,558.3283275894034,0,0
1,13,10,5,3828.299112875339,514.7328129793059,8,1
19,7,1,1,2992.4582794180687,278.9266208784566,7,1
