login_hour,login_frequency,location_id,device_id,transaction_amount,time_spent,failed_attempts,is_vpn,request_rate,last_login_diff,os_type,browser_id,is_suspicious
14.0,14,21,11,462.0007069087719,237.7524353986285,0,1,14.808157520140885,5.734636433666041,3,1,0
18.0,2,77,14,241.09203642672904,294.86468843700214,2,0,12.909738990356026,114.42630625341349,3,5,0
11.0,3,47,8,214.99220034827755,,0,0,7.501840469170989,22.538149374960504,3,2,0
22.0,17,75,19,151.11666592084399,172.54666905101857,1,0,,63.468395879876994,0,5,0
19.0,16,49,2,156.67520888969548,200.78117844953582,0,1,2.214780793744058,30.3557830148709,3,1,1
2.0,8,53,10,31.640643857149954,197.48491896914268,0,0,14.808917953103297,8.04685760990907,3,5,1
4.0,18,27,5,27.994628450275744,119.62658548109228,0,0,3.877253317981827,68.98886350948744,3,1,0
18.0,15,31,15,197.75370717277758,443.9185987401394,10,0,13.96308217976777,18.275302746502888,3,3,1
6.0,7,44,1,240.7270407645102,201.829379343116,1,0,7.027035187839561,40.9610908496515,3,4,0
20.0,27,32,2,88.36716328851195,50.88304925770961,1,0,7.078559019190713,107.91861318789583,0,3,1
8.0,9,30,19,140.69404583668322,334.29612355967936,0,0,1.7619407312876096,101.02420736372926,0,2,0
6.0,6,18,17,159.6725825528183,80.98543755866493,0,0,13.513081089955168,3.0775381713282863,2,4,0
17.0,18,63,15,174.50970255738568,260.19338682977843,1,0,12.724613569506529,81.62952638658166,0,5,0
3.0,18,16,18,138.0946249685587,289.3870978243103,0,0,8.628964946904551,10.362171936522312,3,3,0
13.0,25,35,8,,199.75481829219532,0,0,4.206662524461609,41.67200399247746,3,1,0
17.0,26,62,14,90.23912070074918,109.26057056757679,0,1,8.67849415949223,12.008780282890346,0,5,1
8.0,24,9,8,175.8822084581486,74.43791196170861,0,0,,20.091622164457696,0,2,0
20.0,14,62,8,329.4396404725153,134.6552039006391,0,1,6.462274216125042,55.89407426548169,3,1,0
1.0,14,39,19,113.416118821992,169.89070132273065,1,0,2.3827081669176664,0.9048148490171025,1,1,0
19.0,14,51,13,384.3356955395716,108.3531463257348,0,0,0.6450700009752804,141.14062666130712,1,4,0
14.0,25,10,5,185.43396841439204,222.40629538603412,0,0,4.674627277922016,115.1022152337093,2,1,0
6.0,4,52,10,187.78504551232172,118.19365554396983,3,1,9.977400865227956,20.27139532685217,2,4,0
11.0,4,12,7,237.59732043719677,505.35544917568564,0,0,12.130829391525234,82.42130137688602,2,1,0
7.0,15,72,9,100.63799851186916,109.69002740448215,0,0,9.497473924770523,14.379815120223721,3,4,0
14.0,15,62,14,308.5816518833726,123.97909542563877,2,0,8.208977015119931,1.846496187100074,3,2,0
2.0,18,3,6,93.88477100854094,199.0555538962961,0,0,12.696857261563757,102.8700020760551,2,5,1
13.0,14,83,10,141.4573966811566,158.50230515252392,5,0,7.0009345947049635,23.80027786073405,2,5,0
16.0,26,11,1,,309.759555501688,0,0,6.624007227013173,38.40676781115954,1,2,1
3.0,1,8,11,62.207557297928695,199.2735909332364,0,0,,113.64662429483643,3,3,1
17.0,10,90,8,114.01485381178675,213.4592364714671,1,1,5.64296331839524,111.57153105445724,1,5,0
7.0,29,23,6,193.4257414209629,49.50002366750331,0,0,5.680071647113894,106.01819266653465,3,3,1
3.0,20,10,17,254.85239132094517,122.6036723592472,0,0,13.902659733055538,21.190171112606592,2,5,1
1.0,10,18,4,159.48412989832508,146.05014717005963,0,0,0.9070388027315642,91.96427530475471,1,5,0
5.0,10,76,6,65.37585676517386,139.00587214843614,0,1,9.101442702607976,49.93470365603057,2,1,0
21.0,27,39,15,465.8105441243626,603.5857844002819,0,0,9.057313190634423,72.42923182301188,0,3,0
9.0,24,26,10,432.9914454292838,44.306874711529105,0,0,11.466769053051499,68.91536423341203,2,3,0
3.0,2,11,17,150.03911147182922,122.20946231635999,3,0,9.308445493568497,63.60489574479939,2,4,0
21.0,29,10,10,148.0497404901363,146.46423131770254,0,0,4.173036474898815,31.03543535145983,0,5,1
17.0,28,3,5,284.3399325060948,147.1725282064931,2,0,6.661589735374701,96.57964476314753,0,4,1
11.0,27,62,19,258.35622461864637,192.66814781010748,0,0,6.253980523358975,52.52415452582264,0,5,1
1.0,8,71,7,132.3618636075486,365.23674022094843,0,0,12.167005483474448,40.143849947299465,3,5,1
9.0,1,61,19,48.87855566308801,357.1689285962758,0,0,3.1814863545062595,2.6319787409268964,3,4,0
3.0,1,4,10,,72.72395729765593,0,0,5.516022734003807,11.201323996460356,2,1,0
13.0,4,61,19,118.16705664382067,65.63692560618243,0,0,3.8284364078105604,19.18497590128431,2,2,0
15.0,7,8,11,354.814331806197,47.48006044025615,20,0,7.918471678092295,65.90401149274089,3,4,1
14.0,9,13,3,99.54581641868964,349.9872006340934,2,0,2.194523211766977,201.59436466531406,0,2,0
7.0,16,12,11,131.6739590995496,151.80196842798998,5,0,5.301543633472227,58.05769701044265,2,3,0
13.0,5,35,6,206.97753961713076,95.31416497074878,0,0,13.143677837795627,26.45548960111804,1,4,0
22.0,2,54,6,32.07920009039231,204.18000750826968,0,0,12.339120092848539,21.016972127401473,3,1,0
7.0,28,51,15,381.47548866443714,92.46252288779968,1,0,13.961304206350098,31.053716782455055,1,5,1
20.0,23,43,3,406.16816600702793,79.13767033504543,1,0,5.0413425958025275,23.437379866871225,3,5,0
15.0,11,66,11,,64.19842155291953,0,0,13.836851502789493,0.6931676261080891,2,1,0
12.0,18,15,8,312.4007954447836,205.80407969720733,0,0,6.744422242983269,0.15245178147115207,1,4,0
17.0,25,49,8,319.6634684554542,503.6452137278295,0,0,9.447513467615853,89.7905196683234,0,4,0
14.0,25,34,16,171.16766787142527,123.36534469354116,2,0,6.09491962023294,17.67255331276686,1,1,0
20.0,19,39,3,625.9002963016545,241.84161407062481,0,0,2.1833493822491157,17.372288799038355,3,4,0
23.0,13,26,8,67.65759090688735,193.97062460152887,0,0,4.6713072514797895,38.4051945939455,2,4,0
12.0,24,69,8,347.382176415732,197.24579607974187,0,0,13.736594867064255,26.548442959949117,2,3,0
8.0,11,48,13,97.50424588564842,109.16377541244417,0,0,5.819754337909544,1.6167852094607276,2,2,0
14.0,20,89,1,76.21461571242378,237.69963479832793,0,0,4.933401574444962,25.70995221511764,0,2,0
12.0,19,51,10,229.3350715124833,340.4260213525932,0,0,14.779215913724945,25.27498409117786,3,4,0
0.0,17,98,5,100.63570910475927,149.57079275635255,1,0,5.461378129158795,56.39793464257201,3,4,0
6.0,5,4,5,314.21820906589625,136.47404438075637,0,0,11.08365459993924,2.196221551757349,3,4,0
8.0,13,98,17,302.4303390355653,123.82582699569537,0,0,,43.595599455290674,2,4,0
23.0,27,27,14,161.4358909770266,305.7906614061644,0,0,9.354901556303245,9.984867353443853,2,5,1
0.0,20,42,6,86.31550013933003,211.2749245491425,0,0,2.0115424165562903,66.81294031528388,3,4,0
11.0,1,56,14,195.35166348350052,117.61140690173804,0,0,,2.80607492995019,0,3,0
7.0,10,93,12,93.30655382439267,36.520374146567065,10,0,0.20907322235284886,133.83673169706702,3,4,1
23.0,8,69,1,126.519632985913,201.57837660146782,0,0,6.1732227630334675,29.792888468295196,2,2,0
10.0,24,18,5,257.3840346169374,169.3956149465051,0,0,12.91259357573419,23.439628061421473,1,3,0
18.0,29,61,18,250.6706117886787,58.908677804908834,0,1,1.426276757349233,35.42074355309066,3,5,1
16.0,8,4,14,68.24321255428652,163.83242903714716,0,0,11.771032391431286,51.42315297658699,0,1,0
7.0,19,1,7,155.8844064349801,108.160482206643,1,0,6.183121763252727,0.6357248143830627,0,2,0
2.0,6,50,15,203.4241592278839,,0,0,9.97395050193829,7.64419637640449,1,2,0
2.0,12,84,9,189.03529825122808,,0,0,14.515880775041738,83.12857235022668,2,1,1
0.0,28,70,15,94.46313236844153,282.9814367758531,1,0,14.166880035721407,113.6979643287103,1,4,1
4.0,7,20,16,142.51030452365956,115.15139186572908,0,1,1.2304435680447325,15.357741601947549,2,4,0
9.0,16,20,9,391.0541628007651,138.13885358854148,10,0,11.968329426287768,50.97547094094252,2,3,1
,9,46,7,177.28513478356075,235.55489078518235,0,0,9.620851291500879,146.22951489077838,1,4,0
8.0,21,27,7,345.2492440257978,132.36535451411376,3,0,8.424214699905828,0.5092259695875335,0,5,0
6.0,25,26,17,180.89231910575074,51.96608396727592,1,0,6.247011806599071,17.940325692526407,0,3,0
8.0,22,32,11,416.28307372204074,253.5020288060446,0,0,9.15713738579999,77.21277845372774,1,1,0
7.0,10,10,6,304.60589473097724,197.74189004214992,0,0,7.1007087404221725,105.87148601574603,2,1,0
11.0,10,82,14,,352.5425673029438,1,0,12.072407706813928,58.19560894220491,3,1,0
1.0,10,12,15,,165.10528241895113,0,0,10.40981432964987,104.98247074338391,2,4,1
0.0,20,74,8,88.9987347340839,24.846256240981297,0,0,12.566533924014522,2.6667393809332465,0,3,1
15.0,29,88,4,87.48127285471087,88.74026184268524,1,0,3.287107122824789,16.365690020044845,0,5,1
,16,24,1,411.17692717197474,,0,0,10.532138834334214,11.715956071152828,3,1,0
22.0,1,51,6,429.49167725248657,297.12844198082325,0,0,6.704180524648474,21.75779436750646,2,2,0
23.0,17,38,1,240.91721400944772,308.03944113760696,0,0,13.884621524576442,26.499750524491798,1,2,0
4.0,26,46,5,142.25380996264133,135.80395573662489,0,0,4.552409905906999,11.749348977527813,3,5,1
2.0,21,89,19,466.2880538798293,124.78438605541419,0,0,2.554428900725847,125.08192938603187,0,5,0
11.0,29,8,5,36.159935252805035,136.02675596116336,1,0,13.975038914459395,6.287301230429572,3,5,1
7.0,14,55,5,311.6641860820218,73.97410490191137,0,0,13.546456104341878,71.5054832287747,0,5,0
21.0,19,78,17,240.0626214733334,352.32643785142983,0,1,0.3998087367957829,106.49837799028055,3,2,0
,21,31,12,155.95807210734577,103.07426630376717,0,0,14.420217927760064,24.82735011217512,3,5,1
0.0,21,88,7,107.51647340337558,187.03801122215654,0,0,8.813293105806897,35.894534955669855,3,2,1
2.0,17,16,15,196.68510697609807,64.1147535407816,2,0,14.505352385440611,112.65537883688026,2,3,1
,14,20,19,160.20181127047226,109.24575357510452,0,0,7.047485016478719,7.830604850162475,0,3,0
14.0,8,38,13,206.9139042019019,212.35101288570095,0,0,13.69537705621483,6.552890160199562,0,2,0
13.0,21,15,12,65.24322069441291,,0,1,12.719964602003108,2.4188432151831267,2,4,0
2.0,21,78,19,630.2878811161029,47.73801971044522,3,0,1.5140382851739647,95.7030146821624,0,4,0
0.0,9,76,13,418.8389138631642,68.88005567297145,0,0,3.549471625260229,13.058728698332288,1,1,0
4.0,8,34,6,120.16443020826733,279.44335606697877,0,0,2.6423680978472595,32.04665848822495,0,2,0
22.0,13,72,1,197.2399379625544,233.66691391430987,0,0,6.574391840391768,16.165840027475475,2,3,1
13.0,17,19,6,413.26772830288434,75.38592847274619,0,1,6.363687347383413,202.65312706784465,3,5,0
6.0,19,69,13,170.78352242581863,194.55414681863647,0,1,6.50627051230179,82.22004300736174,3,4,0
8.0,28,91,13,,317.9148847844433,5,0,11.248489494915654,53.3382350039067,0,3,1
14.0,7,63,13,297.491657795661,22.267939929567167,0,0,10.104478875143302,113.68233094586748,3,5,0
14.0,17,77,4,344.108115959943,100.33290726089062,0,0,8.715266621446688,13.720028633755529,2,1,0
9.0,1,32,5,136.61404502438,197.36401782057672,0,1,6.45644672368111,16.112902340326052,3,2,0
12.0,5,95,13,136.11712879931764,,0,0,3.2048743512961075,77.06024301306951,0,4,0
18.0,25,37,9,186.32467032713387,127.34374331618012,0,0,,12.728763015551625,2,5,0
,6,66,17,544.9192394964645,235.8000793500334,0,1,3.0519006822222554,46.44082368269042,1,5,1
16.0,26,7,3,217.66373583513374,114.6287223062502,1,0,12.707191274862069,60.89751544029227,2,5,1
19.0,2,48,18,,71.00826905201374,0,1,2.0198731691110345,22.167951369163816,3,1,0
3.0,27,11,15,61.15415382619519,118.86997429265705,0,0,2.9117472922425014,59.895720819802044,3,1,1
4.0,25,75,1,255.49847726675043,81.95020656215897,0,0,7.3290258745682015,3.0778139885015454,2,1,0
22.0,16,87,9,162.46564797812255,84.69963450584528,1,0,12.208667899622576,25.09837957434792,1,3,0
,22,31,6,208.6083129658454,134.91350814929402,0,0,13.57466767513511,66.0467757969263,1,4,0
12.0,5,44,18,172.2900388815991,267.17487429796773,0,0,8.434701862494368,36.329116777781124,0,5,0
14.0,5,45,1,346.9386193185006,85.71443067260539,2,1,4.191493085411571,58.819584713506146,3,3,0
10.0,12,72,7,397.0048911359038,84.47721810386948,0,0,14.447989022466652,38.87567199516764,0,4,0
3.0,3,56,10,227.01821363805632,85.85169128574424,0,0,9.027954142562097,20.610161831608103,3,4,0
12.0,16,32,6,199.7798934001311,272.03144934746314,0,1,2.099470145991997,15.629078847686138,3,1,0
6.0,6,21,7,26.083307297397155,106.7354339726138,0,0,10.2696531781965,30.68027698653897,3,2,0
18.0,15,31,6,164.26856826283378,197.61448830045322,0,0,3.6147331940608556,15.673999916812392,1,5,0
21.0,15,1,8,128.08484351382435,219.15500499255066,0,1,6.110591731253994,30.31921389895492,2,2,0
1.0,29,77,2,99.98246531110738,219.86671455514227,0,0,3.1987555070290434,22.327358339632656,2,1,1
9.0,16,11,9,370.7175350854039,222.9105794275336,0,1,0.4808247798366162,8.478847884289614,2,3,0
,20,93,9,312.50328197060503,166.03364784526465,2,0,12.624744735291712,58.848657743737576,3,2,0
20.0,13,68,7,364.863878917821,276.54195104427447,0,0,0.34995231522982173,10.82299175563866,3,2,0
,12,36,9,86.16920665373257,265.1964241108067,0,0,9.746360791989146,209.28751863150134,3,5,0
11.0,10,79,17,296.42629241907554,208.23560475418753,0,0,3.5208388451074892,128.1438495802122,2,5,0
11.0,14,59,3,,88.00158667466667,0,1,7.968422006450707,172.00004043855037,3,5,0
19.0,2,67,16,396.89014775775263,142.15961469461053,0,0,,41.83369154084506,2,3,0
10.0,29,56,16,205.2459154843349,205.00277029691276,0,0,12.181367542956623,5.841768774099753,0,5,1
22.0,3,51,2,647.6587839489116,200.7075703614689,0,0,2.421727574530461,172.32709196410337,3,2,0
6.0,9,29,11,263.28526147630737,237.52816646084605,1,1,2.4875994075842605,9.949162382165678,1,2,0
0.0,11,85,16,236.29213017055866,82.17617740146292,0,0,10.671365217664103,52.135238720070475,2,4,1
0.0,11,2,15,168.03123407495517,309.3573368611861,0,0,8.937573704061437,0.21068256877671693,3,2,0
19.0,25,6,1,174.1130417051823,110.93124703544831,0,0,1.3508937631505205,79.83213572469202,3,2,0
12.0,22,31,17,83.38902192104744,166.80900535378686,0,1,8.298969776376495,35.94163177581482,1,2,0
8.0,10,54,3,71.28744316175994,318.39636674841387,0,0,4.439621019840228,15.148903475885358,3,4,0
2.0,26,88,19,525.1682064972734,148.12081477316445,0,0,2.011015625052443,6.0014103149719915,1,1,1
6.0,14,40,7,250.67897647067292,,2,0,13.46879539179631,69.91394249695047,1,1,0
5.0,9,17,11,221.44772130257135,220.38143299537623,0,0,11.72118936661448,1.5536907899453545,1,5,0
7.0,20,5,18,151.72397051867455,472.50155937966633,0,0,,51.36989310578039,0,5,0
8.0,27,2,14,219.16449966752236,173.8581241703346,0,0,11.118588111361916,126.76427794806352,2,4,1
4.0,21,58,16,326.7977457197801,288.8205894406233,0,0,5.687341864338827,28.255859119982155,3,3,0
0.0,10,12,6,166.00346081154746,385.2864803129436,0,0,6.6800523434130605,11.981401060063224,2,4,0
18.0,22,5,2,240.34565595451483,219.88980790423165,0,0,11.349053649630694,3.1274190948382588,3,1,0
9.0,29,60,11,476.30723060256435,401.94932162140594,2,0,1.1574737423315333,14.51899602830292,2,3,1
11.0,9,41,11,,183.27444926752108,0,0,4.9043784670269615,36.04950393281052,0,4,0
23.0,29,20,10,236.94564941592716,,20,0,11.620380488300531,106.73549435563552,0,2,1
14.0,5,72,4,346.75294810289955,236.10954169444395,0,0,9.10677589720804,57.60814624530096,1,5,0
21.0,8,1,17,138.83298124261978,247.39769999912247,20,1,4.445655847167019,59.481651581740735,2,5,0
,11,56,10,72.57763207994853,209.71744179028698,0,0,4.871787628169715,29.8916242997869,3,3,0
8.0,1,70,9,289.7139500366613,228.86576917343322,0,0,13.33412204531565,107.20381942660643,2,2,0
19.0,21,56,13,192.05415914525778,294.82794058129974,1,0,,95.88483575273415,3,5,0
16.0,10,54,11,65.91338969756758,219.73590631190874,1,0,1.7586735533331308,13.761958975193803,3,5,0
16.0,1,11,10,146.44295779309587,105.06198662465907,0,0,1.4239658302997502,34.33245647187378,1,3,0
19.0,26,3,5,118.52875635799593,133.81232280715818,0,1,11.559653068835917,10.097073417216501,3,4,1
11.0,22,95,3,98.27511992004308,126.94958902364725,2,0,10.507953457000381,30.00027652872729,2,4,0
6.0,7,28,4,347.3095944027404,204.66906172528596,2,0,10.840849005898642,116.70184327055935,0,3,0
1.0,28,5,3,114.69496189290383,84.46455762689091,0,0,7.225915449191179,54.25300222160577,2,5,0
2.0,14,90,10,486.7659757752062,202.29067282006216,0,0,2.705046050544816,5.233074325282791,1,5,1
16.0,5,16,13,191.80063524139766,133.79415271471166,0,0,0.1269646697559376,58.63911961719276,3,1,0
4.0,17,31,5,77.80712777039007,129.57983442248178,0,0,2.9953504322925806,100.89137288232183,1,4,0
16.0,22,28,13,235.28815539103863,119.44351709706012,1,0,12.18536320566917,53.005898649732494,1,3,0
23.0,26,7,1,439.7108689996269,113.0333971771101,0,0,0.8764801163143057,1.7110802661524218,1,4,1
16.0,21,9,11,106.48749341704173,204.61657830542438,0,0,4.369405276893764,1.1523865817036778,1,5,0
16.0,6,39,3,268.57595873222425,148.4491656476191,1,0,9.593975678354834,0.39882857679783557,2,3,0
1.0,16,99,17,145.75119302718295,132.98795899601447,0,0,0.70866359982116,74.83269266406334,0,2,0
1.0,11,43,19,44.30127675152561,123.3057173578256,0,0,14.819542767636552,64.71929496303177,2,4,1
21.0,10,27,13,53.480591870809754,,3,0,10.035905681940605,8.819924333884344,2,5,0
22.0,15,76,16,324.9852748449442,200.77059460408077,0,1,7.048942491837743,74.01914831914357,3,5,0
4.0,7,89,18,386.2426294167188,132.06386362931175,0,0,5.19315142403023,10.38500559031732,3,3,0
0.0,23,93,19,67.5985220417011,82.52513520113139,0,0,13.643717453390202,117.1535132328458,1,3,1
0.0,2,95,6,160.68393266007405,166.03306377408742,0,0,11.344503158533934,23.14837982317461,0,2,1
18.0,12,98,7,277.2765091095492,323.8228705334258,1,0,12.623019894363106,0.4553432610526035,2,5,0
1.0,19,33,15,676.265330912852,201.6204520371536,0,0,3.1693101482345782,186.6151393933782,1,5,1
20.0,12,91,5,335.9376941298412,216.32727762296017,0,1,14.59967864271627,237.79054147697394,0,5,0
11.0,16,56,16,511.6278177886098,461.429107796008,1,0,0.2499686357205449,230.1487399379259,3,5,0
5.0,6,2,6,233.43681011615556,290.0819005848091,0,0,10.119516041508568,4.705209603471772,0,4,0
22.0,3,14,3,42.937012978781425,35.84324966992456,2,0,7.8849716761766455,3.442860821615233,2,1,0
,2,13,12,39.978773341221086,88.55212174559135,0,0,9.698389295387596,28.783085883585088,3,2,0
22.0,20,24,4,167.02037212445694,350.8484292365721,0,0,,16.02600141010876,0,5,0
10.0,5,69,3,271.06375270559323,154.40221837073827,1,1,2.9553853586821313,35.7577966730066,2,1,0
23.0,11,34,16,110.62202785088567,626.3664318800087,0,0,8.211572798071003,70.36708072491737,3,4,0
16.0,26,87,16,71.52420348764913,90.88017616466097,0,0,14.902548848966495,2.9943307737521843,2,4,1
5.0,25,19,19,247.8533225147567,184.34062348459705,0,0,14.211693193357053,2.7426172358540173,1,3,0
23.0,3,30,15,473.1305843410009,201.63485339891307,0,0,0.9056307011828205,18.223502940672972,1,3,0
4.0,3,49,9,454.5881719802668,237.94726810044742,1,1,11.618421349138183,17.023770276787104,0,4,1
19.0,22,43,2,155.92136409539532,73.17821962470278,0,0,13.18923532884566,108.63347403209673,2,5,0
1.0,5,16,6,24.61938072839005,136.98228517237845,0,0,,28.435681007699838,0,1,1
5.0,22,52,14,135.950064194945,100.02512703701194,0,0,2.19147486552527,3.6198035341205252,1,3,0
21.0,23,98,9,421.5559899331818,254.41607119013275,0,0,3.982056483722176,9.368579533111449,0,3,0
10.0,11,49,10,,150.63534873031335,0,0,2.814767872048422,17.56924366306844,0,1,0
15.0,3,11,18,92.24743101687748,183.13170797151756,2,0,7.867342330287884,67.71886725118401,1,4,0
15.0,13,78,15,213.11613474621342,288.15508972928416,0,0,4.928960762409601,69.60068340558115,1,4,0
0.0,21,47,4,278.8550008724015,148.403054209444,0,0,3.4922844962244177,46.80361133472475,0,2,0
8.0,8,79,5,260.05470392949826,187.43972782843792,10,0,7.662376480794175,12.759457272772293,2,1,1
5.0,20,35,6,189.82008811515863,380.81057131715625,1,0,7.106980289254199,8.9713990297267,2,5,0
15.0,10,71,15,35.44749311025126,219.46441257840587,0,0,4.432615077644311,57.08236569154758,0,3,0
2.0,2,29,2,426.21768217994014,269.86673444736147,0,1,2.8588942336055037,28.226822438906453,0,1,0
19.0,4,54,16,112.21562901437733,113.67441532248728,0,0,,35.139484062755166,1,5,0
3.0,18,86,5,150.94892803264966,,0,0,5.937660333219742,5.342891197041195,3,4,0
18.0,19,23,4,102.61262917431596,58.645881500856945,3,0,2.594533307218136,6.779762117440228,2,2,0
2.0,4,24,1,200.99138674229397,173.41680329004194,0,0,8.482567333980946,78.94324267518823,2,4,0
18.0,20,99,8,125.3896554009798,103.66322251257567,5,0,9.031029429153655,73.31914930745667,0,4,0
19.0,26,10,10,200.99254525748702,135.59935876160333,0,0,4.065827323204663,107.2621602140033,1,1,1
6.0,9,61,15,334.3438694059792,89.83248261562017,2,1,3.847924451056008,72.32992663231025,2,4,0
19.0,16,8,2,,243.45362549113466,0,1,7.13793335652437,83.84252925207466,3,3,0
8.0,26,48,19,51.8774595627901,115.12387818287907,0,0,6.259180685250901,23.022045128848664,1,1,1
0.0,6,76,12,135.76999650403638,151.30203881538014,20,1,2.2502307431897517,57.10035984078106,1,4,1
7.0,25,93,10,135.36620522844277,,20,0,13.656629686663313,12.284794310455542,0,3,0
6.0,4,29,12,137.1746441677384,74.8851810621056,0,0,5.0397910386525595,21.35478776130165,3,1,0
,9,87,9,69.9961419805501,114.48874452708442,0,0,9.354768893436859,3.7535709975484512,0,3,0
7.0,27,26,8,232.27027920623868,109.85973537630106,0,0,2.77743362371476,7.8952231690389985,2,2,1
0.0,13,37,2,168.74820705465874,,1,0,5.736274653170897,131.8978315384757,3,1,0
10.0,9,96,7,111.33461488870381,216.92894599519465,0,0,2.6793988770457813,24.822823149223986,1,1,0
17.0,6,52,4,58.27705246241362,160.63046438155732,0,1,12.748591010486734,81.64140897472478,3,2,0
22.0,21,38,19,217.945641072061,91.77280172586701,0,0,8.812700051095634,31.1380325536686,3,2,0
9.0,19,6,8,,81.7322438244081,0,0,6.936722537533102,3.8991025130406216,2,2,0
,14,8,13,445.79166782627726,158.2304447690328,3,0,1.8973474360524567,72.94005956930997,0,3,0
,21,17,3,19.98620983136949,191.39747576639908,0,0,1.9578779354586313,55.391645808715225,1,3,0
15.0,15,76,5,319.3148539204095,311.8446343213445,0,0,11.386969875206228,17.510027743277266,3,1,0
15.0,3,62,8,383.37107405196343,177.55681439449177,0,1,6.74667693802367,4.83550584126905,3,2,0
19.0,5,86,2,225.64983743721257,108.1621318382245,2,0,4.099639509835648,241.52550808761526,2,5,0
16.0,21,78,10,155.86981242385977,153.18778495812197,0,1,0.7475665210178201,104.96148898148816,3,4,0
,18,34,16,281.52618372674976,206.57715649920272,0,0,9.349787132278855,39.4147373239197,1,3,0
0.0,14,19,4,190.65682052773363,,0,0,9.842839631407664,136.380341694904,2,5,0
,16,70,14,256.45607776471184,293.4901643149996,0,0,3.690561376824141,90.35318947876549,2,4,1
11.0,14,82,3,59.946446029641294,160.65732903646125,0,1,5.290729946002547,26.000057420551997,1,1,0
4.0,9,37,10,126.69283427614549,56.8856000625631,0,1,2.1710935809020726,1.17612452834425,1,5,0
4.0,15,38,13,165.44049903207704,,0,1,0.30288364437716164,33.98124496324918,1,4,0
22.0,7,15,5,192.74444127516873,143.19120192624985,0,1,,25.223404231963734,3,3,0
